Cage,Event,StartDate,StartTime,EndDate,EndTime,InterIn_min,In_min,In_g,In_g_min,InF_g_min,Stud_t,Prob,Accum_g
1,33,2021/08/12,02:50:59,2021/08/12,02:52:10,4.62,1.2,0.084,0.07,387.32,224.51,0,3.119
1,34,2021/08/12,03:52:58,2021/08/12,03:55:21,60.8,2.4,0.086,0.036,792.22,169.11,0,3.205
1,35,2021/08/12,04:17:45,2021/08/12,04:22:53,22.4,5.15,0.89,0.173,1677.04,2495.19,0,4.095
1,36,2021/08/12,04:25:36,2021/08/12,04:28:38,2.72,3.05,0.109,0.036,1008.4,288.9,0,4.205
1,37,2021/08/12,05:27:53,2021/08/12,05:42:01,59.25,14.15,0.959,0.068,4643.11,717.83,0,5.164
1,38,2021/08/12,05:45:41,2021/08/12,05:57:05,3.67,11.42,0.045,0.004,3739.95,109.72,0,5.209
1,39,2021/08/12,06:00:30,2021/08/12,06:01:44,3.42,1.25,0.012,0.01,403.72,40.02,0,5.221
1,40,2021/08/12,06:07:26,2021/08/12,06:11:42,5.7,4.28,0.116,0.027,1410.87,297.12,0,5.337
1,41,2021/08/12,06:16:17,2021/08/12,06:18:06,4.58,1.83,0.004,0.002,590.39,8.79,0,5.342
1,42,2021/08/12,07:49:16,2021/08/12,07:58:12,91.17,8.95,0.003,0,2912.09,5.88,0,5.344
1,43,2021/08/12,10:50:12,2021/08/12,10:51:37,172,1.43,0.008,0.005,460.57,9.35,0,5.352
1,44,2021/08/12,15:30:10,2021/08/12,15:36:45,278.55,6.6,0.037,0.006,2157.54,63.25,0,5.389
1,45,2021/08/12,16:40:56,2021/08/12,16:52:07,64.18,11.2,0.086,0.008,3663.03,167.22,0,5.475
1,46,2021/08/12,17:11:30,2021/08/12,17:14:07,19.38,2.63,0.087,0.033,851.22,216.37,0,5.563
1,47,2021/08/12,17:18:50,2021/08/12,17:38:50,4.72,20.02,0.854,0.043,6533.14,2136.49,0,6.417
1,48,2021/08/12,17:58:39,2021/08/12,18:09:15,19.82,10.62,0.031,0.003,3456.31,64.55,0,6.448
1,49,2021/08/12,18:12:37,2021/08/12,18:25:55,3.37,13.32,0.175,0.013,4340.43,607.63,0,6.623
1,50,2021/08/12,18:29:21,2021/08/12,18:36:33,3.43,7.22,0.084,0.012,2361.33,217.25,0,6.707
1,51,2021/08/12,19:25:15,2021/08/12,19:30:07,48.7,4.88,0.025,0.005,1582.83,79.36,0,6.732
1,52,2021/08/12,19:48:00,2021/08/12,19:50:47,17.88,2.8,0.024,0.009,904.7,56.14,0,6.756
1,53,2021/08/12,19:53:29,2021/08/12,19:58:56,2.7,5.47,0.077,0.014,1779.48,203.44,0,6.833
1,54,2021/08/12,20:02:43,2021/08/12,20:11:15,3.78,8.55,0.162,0.019,2813.29,361.13,0,6.995
1,55,2021/08/12,20:24:37,2021/08/12,20:45:18,13.37,20.7,0.201,0.01,6722.22,464.63,0,7.196
1,56,2021/08/12,21:06:27,2021/08/12,21:09:26,21.15,3,0.085,0.028,983.65,263.13,0,7.281
1,57,2021/08/12,21:23:38,2021/08/12,21:26:47,14.2,3.17,0.058,0.018,1041.96,147.24,0,7.339
1,58,2021/08/12,21:30:50,2021/08/12,21:34:25,4.05,3.6,0.1,0.028,1174.01,214.01,0,7.439
1,59,2021/08/12,21:37:43,2021/08/12,21:43:14,3.3,5.53,0.021,0.004,1789.15,31.91,0,7.46
1,60,2021/08/12,21:54:25,2021/08/12,21:57:50,11.18,3.43,0.098,0.028,1113.46,201.17,0,7.557
1,61,2021/08/12,22:43:04,2021/08/12,22:47:17,45.23,4.23,0.113,0.027,1383.27,232.92,0,7.671
1,62,2021/08/12,22:50:06,2021/08/12,22:52:29,2.82,2.4,0.061,0.025,783.7,254.23,0,7.732
1,63,2021/08/12,23:50:25,2021/08/13,00:02:49,57.93,12.42,0.276,0.022,4029.66,729.06,0,8.008
1,64,2021/08/13,00:08:06,2021/08/13,00:12:29,5.28,4.4,0.057,0.013,1423.45,135.17,0,8.064
1,65,2021/08/13,00:19:47,2021/08/13,00:24:25,7.3,4.65,0.006,0.001,1506.7,13.68,0,8.07
1,66,2021/08/13,01:19:01,2021/08/13,01:25:38,54.6,6.63,0.052,0.008,2157.32,134.1,0,8.123
1,67,2021/08/13,02:06:03,2021/08/13,02:24:25,40.42,18.38,0.277,0.015,5989.61,851.25,0,8.4
1,68,2021/08/13,02:27:34,2021/08/13,02:28:37,3.15,1.07,0.081,0.076,339.81,241.9,0,8.48
1,69,2021/08/13,02:40:09,2021/08/13,02:42:32,11.53,2.4,0.053,0.022,775.02,9.2,0,8.534
1,70,2021/08/13,03:33:42,2021/08/13,03:44:09,51.17,10.47,0.204,0.019,3405.44,426.52,0,8.737
1,71,2021/08/13,03:46:51,2021/08/13,03:51:41,2.7,4.85,0.012,0.002,1574.19,27.89,0,8.749
1,72,2021/08/13,03:54:59,2021/08/13,04:10:52,3.3,15.9,0.303,0.019,5154.1,558.29,0,9.052
1,73,2021/08/13,04:13:43,2021/08/13,04:16:17,2.85,2.58,0.011,0.004,828.28,7.03,0,9.063
1,74,2021/08/13,04:19:52,2021/08/13,04:24:38,3.58,4.78,0.067,0.014,1548.86,106.45,0,9.13
1,75,2021/08/13,04:47:56,2021/08/13,04:52:52,23.3,4.95,0.071,0.014,1595.11,131.49,0,9.201
1,76,2021/08/13,05:17:53,2021/08/13,05:23:24,25.02,5.53,0.149,0.027,1794.73,301.23,0,9.35
1,77,2021/08/13,05:45:12,2021/08/13,05:45:56,21.8,0.75,0.588,0.784,235.72,1019.15,0,9.939
1,78,2021/08/13,06:07:32,2021/08/13,06:10:07,21.6,2.6,0.011,0.004,829.82,37.61,0,9.95
1,79,2021/08/13,07:37:23,2021/08/13,07:38:22,87.27,1,0.003,0.003,315.58,7.73,0,9.953
1,80,2021/08/13,14:22:01,2021/08/13,14:26:49,403.65,4.82,0.108,0.022,1569.3,219.88,0,10.061
1,81,2021/08/13,14:31:22,2021/08/13,14:33:16,4.55,1.92,0.005,0.002,611.56,11.57,0,10.065
1,82,2021/08/13,15:23:21,2021/08/13,15:27:26,50.08,4.1,0.108,0.026,1332.77,218.81,0,10.173
1,83,2021/08/13,16:01:14,2021/08/13,16:03:44,33.8,2.52,0.102,0.04,812.01,215.87,0,10.275
1,84,2021/08/13,16:41:44,2021/08/13,16:51:36,38,9.88,0.165,0.017,3201.53,612.66,0,10.44
1,85,2021/08/13,17:16:31,2021/08/13,17:38:27,24.92,21.95,0.27,0.012,7128.13,925.92,0,10.71
1,86,2021/08/13,17:56:02,2021/08/13,17:58:34,17.58,2.55,0.035,0.014,816.97,87.73,0,10.745
1,87,2021/08/13,18:01:12,2021/08/13,18:13:57,2.63,12.77,0.021,0.002,4113.21,60.52,0,10.766
1,88,2021/08/13,18:17:34,2021/08/13,18:25:48,3.62,8.25,0.157,0.019,2668.79,261.37,0,10.923
1,89,2021/08/13,18:29:19,2021/08/13,18:31:27,3.52,2.15,0.085,0.04,692.7,167.1,0,11.008
1,90,2021/08/13,18:38:17,2021/08/13,18:41:14,6.83,2.97,0.023,0.008,952.09,74.01,0,11.031
1,91,2021/08/13,19:33:52,2021/08/13,19:51:19,52.63,17.47,0.113,0.006,5635.3,345.85,0,11.144
1,92,2021/08/13,19:57:34,2021/08/13,20:01:39,6.25,4.1,0.058,0.014,1321.62,123.78,0,11.202
1,93,2021/08/13,20:07:43,2021/08/13,20:12:10,6.07,4.47,0.094,0.021,1432.88,183.58,0,11.296
1,94,2021/08/13,20:21:33,2021/08/13,20:33:01,9.38,11.48,0.213,0.019,3680.95,598.88,0,11.509
1,95,2021/08/13,20:37:41,2021/08/13,20:43:26,4.67,5.77,0.102,0.018,1874.35,230.39,0,11.611
1,96,2021/08/13,20:46:12,2021/08/13,21:02:02,2.77,15.85,0.139,0.009,5061.67,116,0,11.75
1,97,2021/08/13,21:06:08,2021/08/13,21:17:01,4.1,10.9,0.079,0.007,3486.14,187.92,0,11.828
1,98,2021/08/13,23:06:24,2021/08/13,23:17:13,109.38,10.83,0.217,0.02,3454.08,42.28,0,12.046
1,99,2021/08/14,00:26:34,2021/08/14,00:32:40,69.35,6.12,0.063,0.01,1937.88,119.81,0,12.109
1,100,2021/08/14,01:19:47,2021/08/14,01:32:59,47.12,13.22,0.102,0.008,4205.87,300.73,0,12.211
1,101,2021/08/14,01:35:49,2021/08/14,01:38:02,2.83,2.23,0.046,0.021,717.12,114.13,0,12.257
1,102,2021/08/14,02:35:51,2021/08/14,02:39:39,57.82,3.82,0.069,0.018,1226.9,174.3,0,12.326
1,103,2021/08/14,03:27:19,2021/08/14,03:39:45,47.67,12.45,0.101,0.008,3961.52,236.24,0,12.426
1,104,2021/08/14,04:12:45,2021/08/14,04:26:15,33,13.52,0.177,0.013,4312.14,287.98,0,12.604
1,105,2021/08/14,05:29:45,2021/08/14,05:37:53,63.5,8.15,0.076,0.009,2586.6,162.15,0,12.68
1,106,2021/08/14,06:08:01,2021/08/14,06:21:38,30.13,13.63,0.041,0.003,4317.85,91.32,0,12.721
1,107,2021/08/14,06:24:50,2021/08/14,06:33:02,3.2,8.22,0.062,0.007,2597.52,108.06,0,12.782
1,108,2021/08/14,06:35:39,2021/08/14,06:38:10,2.62,2.53,0.058,0.023,807.19,135.25,0,12.84
1,109,2021/08/14,06:50:46,2021/08/14,06:53:40,12.6,2.92,0.045,0.015,922.68,33.83,0,12.885
1,110,2021/08/14,08:24:29,2021/08/14,08:27:58,90.82,3.5,0.117,0.033,1120.17,264.83,0,13.002
1,111,2021/08/14,09:01:58,2021/08/14,09:13:50,34,11.88,0.134,0.011,3787.57,238.65,0,13.136
1,112,2021/08/14,09:17:08,2021/08/14,09:20:33,3.3,3.43,0.012,0.004,1085.61,28.05,0,13.148
1,113,2021/08/14,11:29:26,2021/08/14,11:33:17,128.88,3.87,0.117,0.03,1228.88,230.23,0,13.266
1,114,2021/08/14,13:02:31,2021/08/14,13:08:48,89.23,6.3,0.052,0.008,1987.3,93.2,0,13.317
1,115,2021/08/14,16:38:23,2021/08/14,16:53:56,209.58,15.57,0.113,0.007,4945.89,225.91,0,13.431
1,116,2021/08/14,16:57:44,2021/08/14,17:05:15,3.8,7.53,0.097,0.013,2392.92,248.08,0,13.528
1,117,2021/08/14,17:29:29,2021/08/14,17:33:52,24.23,4.4,0.136,0.031,1390.38,341.27,0,13.664
1,118,2021/08/14,17:38:19,2021/08/14,17:39:18,4.45,1,0.001,0.001,312.74,3.19,0.007,13.665
1,119,2021/08/14,18:24:13,2021/08/14,18:30:39,44.92,6.45,0.122,0.019,2038.25,259.59,0,13.787
1,120,2021/08/14,18:36:36,2021/08/14,18:49:40,5.95,13.08,0.236,0.018,4149.28,519.48,0,14.023
1,121,2021/08/14,18:53:26,2021/08/14,18:59:35,3.77,6.17,0.013,0.002,1938.37,34.41,0,14.036
1,122,2021/08/14,19:19:03,2021/08/14,19:40:35,19.47,21.55,0.317,0.015,6812.41,805.12,0,14.353
1,123,2021/08/14,19:46:43,2021/08/14,19:52:30,6.13,5.8,0.006,0.001,1818.39,14.16,0,14.359
1,124,2021/08/14,19:57:10,2021/08/14,20:05:38,4.67,8.48,0.683,0.081,2670.47,1494.16,0,15.042
1,125,2021/08/14,20:19:34,2021/08/14,20:26:55,13.93,7.37,0.037,0.005,2328.25,78.49,0,15.08
1,126,2021/08/14,20:39:58,2021/08/14,20:47:48,13.05,7.85,0.04,0.005,2469.31,141.76,0,15.119
1,127,2021/08/14,21:14:04,2021/08/14,21:18:10,26.27,4.12,0.125,0.03,1316.72,261.66,0,15.244
1,128,2021/08/14,21:24:49,2021/08/14,21:27:56,6.65,3.13,0.024,0.008,981.82,63.44,0,15.268
1,129,2021/08/14,21:30:36,2021/08/14,21:36:41,2.67,6.1,0.027,0.004,1903.66,49.39,0,15.295
1,130,2021/08/14,21:50:42,2021/08/14,21:57:16,14.02,6.58,0.091,0.014,2079.7,108.92,0,15.385
1,131,2021/08/14,23:04:00,2021/08/14,23:05:12,66.73,1.22,0.011,0.009,379.56,38.65,0,15.396
1,132,2021/08/14,23:08:05,2021/08/14,23:10:30,2.88,2.43,0.005,0.002,765.47,15.05,0,15.402
1,133,2021/08/14,23:13:28,2021/08/14,23:26:46,2.97,13.32,0.276,0.021,4218.77,598.38,0,15.678
1,134,2021/08/14,23:30:34,2021/08/14,23:32:24,3.8,1.85,0.037,0.02,579.83,135.27,0,15.715
1,135,2021/08/15,02:05:21,2021/08/15,02:13:50,152.95,8.5,0.036,0.004,2679.58,26.51,0,15.752
1,136,2021/08/15,02:16:55,2021/08/15,02:19:21,3.08,2.45,0.099,0.04,761.11,15.02,0,15.85
1,137,2021/08/15,02:24:11,2021/08/15,02:37:12,4.83,13.03,0.142,0.011,4125.06,455.02,0,15.992
1,138,2021/08/15,02:41:41,2021/08/15,02:46:20,4.48,4.67,0.116,0.025,1473.86,282.22,0,16.108
1,139,2021/08/15,03:55:11,2021/08/15,04:13:30,68.85,18.33,0.152,0.008,5773.29,294.52,0,16.26
1,140,2021/08/15,04:19:43,2021/08/15,04:23:14,6.22,3.53,0.115,0.033,1115.52,320.18,0,16.375
1,141,2021/08/15,05:11:32,2021/08/15,05:25:35,48.3,14.07,0.115,0.008,4412.36,229.59,0,16.49
1,142,2021/08/15,05:28:14,2021/08/15,05:48:29,2.65,20.27,0.095,0.005,6386.11,289.62,0,16.586
1,143,2021/08/15,05:51:07,2021/08/15,06:09:50,2.63,18.73,0.116,0.006,5860.46,222.83,0,16.702
1,144,2021/08/15,06:22:50,2021/08/15,06:30:53,13,8.07,0.03,0.004,2526.22,61.49,0,16.732
1,145,2021/08/15,08:26:41,2021/08/15,08:28:56,115.8,2.27,0.026,0.012,714.8,101.97,0,16.758
1,146,2021/08/15,10:01:10,2021/08/15,10:08:14,92.23,7.08,0.065,0.009,2230.64,190.14,0,16.823
1,147,2021/08/15,12:23:09,2021/08/15,12:26:06,134.92,2.97,0.088,0.03,923.44,173.08,0,16.911
2,1,2021/08/11,16:30:08,2021/08/11,16:41:17,0,11.17,0.254,0.023,4241.94,466.67,0,0.254
2,2,2021/08/11,17:08:14,2021/08/11,17:12:32,26.95,4.32,0.134,0.031,1644.42,400.73,0,0.387
2,3,2021/08/11,17:33:38,2021/08/11,17:38:40,21.1,5.05,0.161,0.032,1924.57,451.87,0,0.549
2,4,2021/08/11,17:59:29,2021/08/11,18:04:02,20.82,4.57,0.153,0.033,1735.18,323.22,0,0.701
2,5,2021/08/11,18:15:01,2021/08/11,18:19:48,10.98,4.8,0.139,0.029,1817.92,434.56,0,0.84
2,6,2021/08/11,18:31:56,2021/08/11,18:35:33,12.13,3.63,0.11,0.03,1367.56,185.85,0,0.95
2,7,2021/08/11,18:58:02,2021/08/11,19:02:12,22.48,4.18,0.15,0.036,1588.13,433.29,0,1.1
2,8,2021/08/11,19:28:14,2021/08/11,19:32:34,26.03,4.35,0.067,0.015,1634.88,128.17,0,1.167
2,9,2021/08/11,19:35:15,2021/08/11,19:38:45,2.68,3.52,0.001,0,1312.55,2.32,0.036,1.168
2,10,2021/08/11,20:05:20,2021/08/11,20:10:51,26.58,5.53,0.016,0.003,2068.85,38.21,0,1.184
2,11,2021/08/11,20:35:29,2021/08/11,20:37:23,24.63,1.92,0.003,0.002,711.24,7.41,0,1.187
2,12,2021/08/11,21:47:20,2021/08/11,21:52:18,69.95,4.98,0.014,0.003,1860.88,26.92,0,1.202
2,13,2021/08/11,21:55:10,2021/08/11,22:01:02,2.87,5.88,0.003,0.001,2198.5,7.56,0,1.205
2,14,2021/08/11,23:05:35,2021/08/11,23:12:22,64.55,6.8,0.162,0.024,2556.32,292.76,0,1.367
2,15,2021/08/12,01:02:14,2021/08/12,01:05:44,109.87,3.52,0.004,0.001,1307.73,4.22,0.001,1.371
2,16,2021/08/12,03:19:08,2021/08/12,03:20:57,133.4,1.83,0.006,0.003,677.32,2.22,0.044,1.377
2,17,2021/08/12,04:30:05,2021/08/12,04:58:27,69.13,28.38,0.601,0.021,10702.34,1299.31,0,1.977
2,18,2021/08/12,05:01:27,2021/08/12,05:11:03,3,9.62,0.178,0.019,3603.45,399.46,0,2.156
2,19,2021/08/12,06:17:18,2021/08/12,06:22:08,66.25,4.85,0.011,0.002,1799.92,22.13,0,2.167
2,20,2021/08/12,06:48:44,2021/08/12,06:51:43,26.6,3,0.005,0.002,1113.91,2.93,0.011,2.172
2,21,2021/08/12,16:30:12,2021/08/12,16:35:20,578.48,5.15,0.187,0.036,1951.28,525.65,0,2.359
2,22,2021/08/12,16:45:38,2021/08/12,16:49:54,10.3,4.28,0.138,0.032,1616.9,382.39,0,2.497
2,23,2021/08/12,17:07:22,2021/08/12,17:11:37,17.47,4.27,0.12,0.028,1606.13,287.18,0,2.617
2,24,2021/08/12,17:35:28,2021/08/12,17:39:00,23.85,3.55,0.122,0.034,1319,339.58,0,2.739
2,25,2021/08/12,17:58:05,2021/08/12,18:01:28,19.08,3.4,0.096,0.028,1276.44,52.05,0,2.835
2,26,2021/08/12,18:26:00,2021/08/12,18:30:52,24.53,4.88,0.133,0.027,1837.09,355.51,0,2.968
2,27,2021/08/12,18:37:38,2021/08/12,18:42:07,6.77,4.5,0.137,0.03,1697.31,458.12,0,3.105
2,28,2021/08/12,18:50:49,2021/08/12,18:55:09,8.7,4.35,0.121,0.028,1637.29,230.75,0,3.226
2,29,2021/08/12,18:59:34,2021/08/12,19:04:53,4.42,5.33,0.115,0.022,1973.43,222.43,0,3.341
2,30,2021/08/12,19:19:54,2021/08/12,19:25:12,15.02,5.32,0.138,0.026,2001.18,322.58,0,3.479
2,31,2021/08/12,20:01:48,2021/08/12,20:03:43,36.6,1.93,0.009,0.005,714.07,22.72,0,3.487
2,32,2021/08/12,20:17:16,2021/08/12,20:36:01,13.55,18.77,0.002,0,6955.18,3.82,0.002,3.489
2,33,2021/08/12,20:51:35,2021/08/12,21:00:38,15.57,9.07,0.002,0,3361.07,2.42,0.03,3.491
2,34,2021/08/12,21:05:49,2021/08/12,21:07:36,5.18,1.8,0.005,0.003,664.69,15.34,0,3.496
2,35,2021/08/12,22:30:04,2021/08/12,22:48:31,82.47,18.47,0.591,0.032,6959.04,1230.35,0,4.087
2,36,2021/08/12,22:58:08,2021/08/12,22:59:36,9.62,1.48,0.005,0.003,543.15,12.1,0,4.092
2,37,2021/08/12,23:12:12,2021/08/12,23:21:46,12.6,9.58,0.043,0.004,3541.85,16.42,0,4.135
2,38,2021/08/12,23:24:44,2021/08/12,23:27:01,2.97,2.3,0.007,0.003,844.1,20.57,0,4.142
2,39,2021/08/12,23:29:45,2021/08/12,23:33:03,2.73,3.32,0.008,0.002,1222,2.96,0.01,4.15
2,40,2021/08/13,00:02:35,2021/08/13,00:06:04,29.53,3.5,0.001,0,1293.1,2.73,0.016,4.151
2,41,2021/08/13,02:50:50,2021/08/13,02:54:04,164.77,3.25,0.003,0.001,1198.8,9.08,0,4.154
2,42,2021/08/13,04:30:05,2021/08/13,04:47:47,96.02,17.72,0.659,0.037,6651.44,1803.4,0,4.813
2,43,2021/08/13,08:47:43,2021/08/13,08:49:42,239.93,2,0.012,0.006,731.81,12.26,0,4.825
2,44,2021/08/13,12:00:25,2021/08/13,12:01:00,190.72,0.6,0.009,0.016,218.08,5.22,0,4.834
2,45,2021/08/13,16:29:49,2021/08/13,16:30:28,268.82,0.67,0.565,0.848,240.23,1180.81,0,5.4
2,46,2021/08/13,16:39:15,2021/08/13,16:40:56,8.78,1.7,0.013,0.008,626.71,39.38,0,5.413
2,47,2021/08/13,16:47:32,2021/08/13,16:58:03,6.6,10.53,0.14,0.013,3886.08,267.2,0,5.553
2,48,2021/08/13,17:35:53,2021/08/13,17:40:51,37.83,4.98,0.152,0.031,1864.6,305.03,0,5.705
2,49,2021/08/13,17:56:24,2021/08/13,18:02:40,15.55,6.28,0.202,0.032,2352.2,557.6,0,5.908
2,50,2021/08/13,18:18:37,2021/08/13,18:24:26,15.95,5.83,0.175,0.03,2158.52,505.39,0,6.083
2,51,2021/08/13,18:33:47,2021/08/13,18:37:37,9.35,3.85,0.102,0.026,1424.23,263.2,0,6.185
2,52,2021/08/13,18:51:47,2021/08/13,18:56:26,14.17,4.67,0.095,0.02,1722.06,341.55,0,6.28
2,53,2021/08/13,19:06:53,2021/08/13,19:11:24,10.45,4.53,0.153,0.034,1691.69,324.54,0,6.433
2,54,2021/08/13,19:49:40,2021/08/13,19:50:29,38.27,0.83,0.004,0.004,308.6,13.07,0,6.437
2,55,2021/08/13,20:49:59,2021/08/13,20:51:13,59.5,1.25,0.002,0.001,453.08,6,0,6.439
2,56,2021/08/13,21:10:05,2021/08/13,21:15:25,18.87,5.35,0.01,0.002,1962.01,28.6,0,6.448
2,57,2021/08/13,21:59:16,2021/08/13,22:02:36,43.85,3.35,0.01,0.003,1226.06,21.62,0,6.458
2,58,2021/08/13,22:09:10,2021/08/13,22:15:48,6.57,6.65,0.009,0.001,2439.8,24.41,0,6.466
2,59,2021/08/13,22:20:15,2021/08/13,22:23:12,4.45,2.97,0.002,0.001,1084.42,5.12,0,6.468
2,60,2021/08/13,23:20:14,2021/08/13,23:24:25,57.03,4.2,0.015,0.004,1532.48,32.74,0,6.484
2,61,2021/08/13,23:27:34,2021/08/13,23:38:55,3.15,11.37,0.216,0.019,4195.32,493.91,0,6.699
2,62,2021/08/14,02:18:46,2021/08/14,02:29:32,159.85,10.78,0.014,0.001,3943.55,37.58,0,6.713
2,63,2021/08/14,02:34:17,2021/08/14,02:37:55,4.75,3.65,0.011,0.003,1333.09,43.97,0,6.724
2,64,2021/08/14,04:30:08,2021/08/14,04:49:30,112.22,19.38,0.424,0.022,7135.82,879.96,0,7.148
2,65,2021/08/14,04:54:07,2021/08/14,05:06:00,4.62,11.9,0.231,0.019,4392.73,469.67,0,7.379
2,66,2021/08/14,06:51:17,2021/08/14,07:10:21,105.28,19.08,0.024,0.001,6968.62,22.15,0,7.403
2,67,2021/08/14,09:33:58,2021/08/14,09:37:52,143.62,3.92,0.013,0.003,1424.2,3.21,0.006,7.416
2,68,2021/08/14,09:45:47,2021/08/14,09:48:41,7.92,2.92,0.122,0.042,1058.36,13.91,0,7.538
2,69,2021/08/14,16:27:41,2021/08/14,16:42:45,399,15.08,0.323,0.021,5559.28,978.74,0,7.861
2,70,2021/08/14,17:18:50,2021/08/14,17:23:02,36.08,4.22,0.131,0.031,1541.31,39.54,0,7.992
2,71,2021/08/14,17:29:21,2021/08/14,17:33:53,6.32,4.55,0.152,0.033,1680.14,372.29,0,8.143
2,72,2021/08/14,17:47:48,2021/08/14,17:51:10,13.92,3.38,0.125,0.037,1234.12,119.87,0,8.268
2,73,2021/08/14,18:05:22,2021/08/14,18:11:33,14.2,6.2,0.197,0.032,2258.68,71.26,0,8.465
2,74,2021/08/14,18:19:32,2021/08/14,18:23:38,7.98,4.12,0.193,0.047,1495.88,685.01,0,8.659
2,75,2021/08/14,18:31:20,2021/08/14,18:32:25,7.7,1.1,0.43,0.391,396.24,896.17,0,9.089
2,76,2021/08/14,18:36:35,2021/08/14,18:48:25,4.17,11.85,0.003,0,4317.15,9.62,0,9.092
2,77,2021/08/14,19:15:12,2021/08/14,19:17:56,26.78,2.75,0.068,0.025,998.94,163.04,0,9.16
2,78,2021/08/14,19:55:02,2021/08/14,19:57:02,37.1,2.02,0.014,0.007,728.52,56.88,0,9.173
2,79,2021/08/14,20:00:27,2021/08/14,20:05:19,3.42,4.88,0.014,0.003,1772.83,19.04,0,9.187
2,80,2021/08/14,21:55:35,2021/08/14,22:05:31,110.27,9.95,0.017,0.002,3613.39,28.04,0,9.204
2,81,2021/08/14,22:27:31,2021/08/14,22:38:04,22,10.57,0.02,0.002,3838.41,43.79,0,9.224
