Date_Time_1,subjectID,Group,actual_allmeters,actual_foodupa,actual_pedmeters,actual_waterupa,actual_wheelmeters,bodymass,kcal_hr,rq,vco2,vh2o,vo2,xbreak,ybreak
10/10/2021 10:27,4,Control,0.06610999999999478,0.0,0.06215000000000259,0.0,0.0,18.39009,0.4080978,0.8444907,1.178789,0.1975857,1.395049,1.0,1.0
10/10/2021 10:27,5,Group_2,0.47251999999999583,0.0,0.056440000000002044,0.0,0.0,15.74883,0.2932472,0.7799181,0.7932005,0.1507278,1.017552,40.0,68.0
10/10/2021 10:27,6,Group_3,0.0823299999999989,0.0,0.06922999999999746,0.0,0.0,17.85844,0.3964627,0.7472426,1.035777,0.3081551,1.385979,0.0,1.0
10/10/2021 10:27,7,Control,3.506730000000001,0.0,3.1969199999999987,0.13505385,185.29200000000014,16.2975,0.4216888,0.8597813,1.235573,0.2137094,1.436591,130.0,128.0
10/10/2021 10:27,8,Group_3,2.1117199999999983,0.0,1.3941000000000017,0.0,0.0,17.58323,0.3725607,0.7540019,0.9809072,0.3082888,1.300295,7.0,45.0
10/10/2021 10:27,9,Group_2,1.2923600000000022,0.0,0.1353800000000014,0.0,0.0,17.66819,0.3643396,0.7772982,0.9854248,0.2142853,1.264259,230.0,332.0
10/10/2021 10:47,1,Control,0.9799699999999945,0.0,0.43751999999999924,0.0,0.0,17.22675,0.3191896,0.7563507,0.8413078,0.1456209,1.113763,36.0,18.0
10/10/2021 10:47,10,Control,0.0,0.0,0.0,0.0,0.0,15.25659,0.3854726,0.8160565,1.083087,0.1968071,1.326224,0.0,0.0
10/10/2021 10:47,11,Group_3,7.999999999697138e-05,0.0,0.0,0.0,0.0,16.46493,0.348027,0.8740867,1.033079,0.209151,1.181899,0.0,0.0
10/10/2021 10:47,12,Group_2,0.0680499999999995,0.0,0.0,0.0,0.0,17.43263,0.3042961,0.7760292,0.8194778,0.2278098,1.056904,0.0,11.0
10/10/2021 10:47,13,Control,0.0,0.0,0.0,0.0,0.0,17.18794,0.3670166,0.7827442,0.9960909,0.2489451,1.272587,0.0,0.0
10/10/2021 10:47,14,Group_3,1.94585,0.0,1.4741199999999992,0.005260000000000042,7.22969999999998,16.81857,0.3775955,0.8290018,1.073655,0.2614502,1.295559,0.0,0.0
