StartDate,StartTime,Cage,In_g
10/6/2020,7:42:19 AM,7,0.003
10/6/2020,9:07:20 AM,7,0.002
10/6/2020,1:21:51 PM,7,0.001
10/6/2020,4:40:11 PM,7,0.002
10/6/2020,7:33:17 PM,7,0.003
10/6/2020,10:38:46 PM,7,0.005
10/7/2020,12:04:58 AM,7,0.001
10/7/2020,8:43:47 AM,7,0.108
10/7/2020,9:16:58 AM,7,0.038
10/7/2020,9:26:35 AM,7,0.761
10/7/2020,10:36:03 AM,7,0.221
10/7/2020,12:06:55 PM,7,0.253
10/7/2020,12:18:18 PM,7,0.059
10/7/2020,1:49:03 PM,7,0.263
10/7/2020,2:39:04 PM,7,0.26
10/7/2020,4:22:49 PM,7,0.586
10/7/2020,5:53:48 PM,7,0.531
10/7/2020,6:23:19 PM,7,0.077
10/7/2020,7:39:48 PM,7,0.465
10/7/2020,8:10:17 PM,7,0.01
10/7/2020,10:07:54 PM,7,0.48
10/8/2020,12:24:33 AM,7,0.389
10/8/2020,2:24:51 AM,7,0.66
10/8/2020,3:10:57 AM,7,0.076
10/8/2020,4:35:32 AM,7,0.07
10/8/2020,5:00:17 AM,7,0.023
10/8/2020,5:10:41 AM,7,0.082
10/8/2020,6:41:02 AM,7,0.24
10/8/2020,7:09:34 AM,7,0.005
10/8/2020,6:11:08 PM,7,0.011
10/8/2020,6:21:25 PM,7,0.008
10/8/2020,6:44:19 PM,7,0.001
10/8/2020,8:58:01 PM,7,0.008
10/8/2020,10:23:09 PM,7,0.002
10/8/2020,10:58:59 PM,7,0.031
10/8/2020,11:16:05 PM,7,0.004
10/9/2020,7:03:11 AM,7,0.019
10/9/2020,7:20:40 AM,7,0.02
10/9/2020,7:28:56 AM,7,0.96
10/9/2020,9:46:55 AM,7,0.183
10/9/2020,11:07:24 AM,7,0.655
10/9/2020,1:08:05 PM,7,0.491
10/9/2020,3:45:36 PM,7,0.709
10/9/2020,4:01:40 PM,7,0.285
10/9/2020,4:24:01 PM,7,0.007
10/9/2020,5:26:27 PM,7,0.42
10/9/2020,6:14:29 PM,7,0.185
10/9/2020,6:32:12 PM,7,0.097
10/9/2020,6:55:31 PM,7,0.063
10/9/2020,7:04:30 PM,7,0.092
10/9/2020,9:18:09 PM,7,0.277
10/9/2020,11:10:41 PM,7,0.396
10/10/2020,1:23:12 AM,7,0.172
10/10/2020,1:37:03 AM,7,0.002
10/10/2020,2:39:06 AM,7,0.781
10/10/2020,2:55:47 AM,7,0.126
10/10/2020,3:18:08 AM,7,0.257
10/10/2020,7:21:21 AM,7,0.003
10/10/2020,8:49:07 PM,7,0.004
10/10/2020,10:43:22 PM,7,0.006
10/11/2020,12:00:59 AM,7,0.002
10/11/2020,12:10:48 AM,7,0.007
10/11/2020,9:29:18 AM,7,0.001
10/11/2020,11:02:34 AM,7,0.222
10/11/2020,12:43:15 PM,7,0.157
10/11/2020,4:01:29 PM,7,0.759
10/11/2020,5:43:30 PM,7,0.548
10/11/2020,6:31:10 PM,7,0.21
10/11/2020,7:31:48 PM,7,0.305
10/11/2020,7:48:29 PM,7,0.004
10/11/2020,7:55:27 PM,7,0.003
10/11/2020,9:46:56 PM,7,0.939
10/12/2020,1:35:53 AM,7,0.002
10/12/2020,2:33:54 AM,7,0.364
10/12/2020,2:55:08 AM,7,0.092
10/12/2020,3:18:06 AM,7,0.186
10/12/2020,3:37:49 AM,7,0.006
10/12/2020,3:49:49 AM,7,0.297
10/12/2020,4:14:21 AM,7,0.234
10/12/2020,6:51:23 AM,7,0.161
10/1/2020,3:06:19 PM,8,0.032
10/1/2020,4:16:45 PM,8,0.097
10/1/2020,4:26:18 PM,8,0.049
10/1/2020,4:38:18 PM,8,0.018
10/1/2020,4:48:05 PM,8,0.084
10/1/2020,5:06:13 PM,8,0.085
10/1/2020,5:39:31 PM,8,0.097
10/1/2020,6:03:34 PM,8,0.073
10/1/2020,6:32:07 PM,8,0.039
10/1/2020,7:06:50 PM,8,0.134
10/1/2020,7:44:51 PM,8,0.117
10/1/2020,8:34:46 PM,8,0.104
10/1/2020,9:11:27 PM,8,0.053
10/1/2020,9:25:14 PM,8,0.19
10/1/2020,10:00:43 PM,8,0.184
10/1/2020,10:49:20 PM,8,0.162
10/1/2020,11:34:44 PM,8,0.787
10/2/2020,3:58:44 AM,8,0.015
10/2/2020,4:02:18 AM,8,0.084
10/2/2020,4:36:03 AM,8,0.059
10/2/2020,5:00:02 AM,8,0.005
10/2/2020,5:15:50 AM,8,0.114
10/2/2020,2:07:28 PM,8,0.298
10/2/2020,7:11:10 PM,8,0.088
10/2/2020,7:49:24 PM,8,0.273
10/2/2020,8:26:12 PM,8,0.715
10/3/2020,2:46:35 AM,8,0.5
10/3/2020,9:09:02 AM,8,0.031
10/3/2020,9:19:07 AM,8,0.177
10/3/2020,9:42:55 AM,8,0.107
10/3/2020,10:00:10 AM,8,0.014
10/3/2020,11:18:16 AM,8,0.43
10/3/2020,2:21:59 PM,8,0.33
10/3/2020,2:51:51 PM,8,0.158
10/3/2020,5:00:48 PM,8,0.243
10/3/2020,6:45:58 PM,8,0.866
10/3/2020,9:32:26 PM,8,0.082
10/3/2020,9:50:15 PM,8,0.047
10/3/2020,10:06:19 PM,8,0.002
10/3/2020,10:13:37 PM,8,0.005
10/4/2020,12:23:04 AM,8,0.112
10/4/2020,12:42:36 AM,8,0.259
10/4/2020,7:25:01 AM,8,0.088
10/4/2020,9:33:19 AM,8,0.445
10/4/2020,10:17:33 AM,8,0.209
10/4/2020,2:08:11 PM,8,0.513
10/5/2020,9:26:44 AM,8,0.037
10/5/2020,9:41:35 AM,8,0.014
10/5/2020,9:53:45 AM,8,0.123
10/5/2020,10:15:35 AM,8,0.243
10/5/2020,10:41:37 AM,8,0.153
10/5/2020,11:51:12 AM,8,0.147
10/5/2020,12:09:33 PM,8,0.388
10/5/2020,1:50:47 PM,8,0.132
10/5/2020,5:21:19 PM,8,0.013
10/5/2020,5:29:26 PM,8,0.203
10/5/2020,6:31:50 PM,8,0.301
10/5/2020,6:54:45 PM,8,0.075
10/5/2020,7:56:51 PM,8,0.002
10/5/2020,8:27:54 PM,8,0.165
10/5/2020,8:45:06 PM,8,0.204
10/5/2020,9:13:52 PM,8,0.119
10/5/2020,9:43:08 PM,8,0.156
10/5/2020,9:54:01 PM,8,0.006
10/5/2020,10:05:33 PM,8,0.059
10/5/2020,11:41:38 PM,8,0.016
10/6/2020,1:12:57 AM,8,0.713
10/6/2020,3:04:20 AM,8,0.383
10/6/2020,3:39:30 AM,8,0.249
10/6/2020,4:06:12 AM,8,0.191
10/6/2020,5:52:54 AM,8,0.017
10/6/2020,6:00:17 AM,8,0.005
10/6/2020,6:05:32 AM,8,0.019
10/6/2020,8:48:53 AM,8,0.029
10/6/2020,8:44:08 PM,8,0.491
10/7/2020,8:05:44 AM,8,0.895
10/7/2020,9:49:13 AM,8,0.119
10/7/2020,11:04:54 AM,8,0.19
10/7/2020,11:23:33 AM,8,0.104
10/7/2020,12:50:21 PM,8,0.355
10/7/2020,1:20:17 PM,8,0.009
10/7/2020,2:25:38 PM,8,0.359
10/7/2020,4:22:07 PM,8,0.266
10/7/2020,4:42:25 PM,8,0.753
10/7/2020,7:51:39 PM,8,0.378
10/7/2020,10:33:18 PM,8,0.16
10/7/2020,10:47:54 PM,8,0.271
10/8/2020,1:35:41 AM,8,0.015
10/8/2020,2:05:17 AM,8,0.313
10/8/2020,2:27:19 AM,8,0.014
10/8/2020,2:34:39 AM,8,0.017
10/8/2020,2:39:20 AM,8,0.334
10/8/2020,2:58:35 AM,8,0.001
10/8/2020,3:38:41 AM,8,0.736
10/8/2020,6:09:14 AM,8,0.022
10/8/2020,11:14:57 AM,8,0.984
10/8/2020,1:25:42 PM,8,0.516
10/8/2020,2:15:26 PM,8,0.203
10/9/2020,7:09:57 AM,8,0.08
10/9/2020,7:21:51 AM,8,0.357
10/9/2020,7:53:40 AM,8,0.976
10/9/2020,9:59:35 AM,8,0.302
10/9/2020,10:23:01 AM,8,0.188
10/9/2020,11:27:27 AM,8,0.024
10/9/2020,11:52:38 AM,8,0.011
10/9/2020,12:50:43 PM,8,0.5
10/9/2020,1:20:52 PM,8,0.018
10/9/2020,1:26:21 PM,8,0.766
10/9/2020,5:15:20 PM,8,0.438
10/9/2020,5:59:48 PM,8,0.172
10/9/2020,6:17:39 PM,8,0.167
10/9/2020,7:30:39 PM,8,0.16
10/9/2020,7:49:05 PM,8,0.069
10/9/2020,10:21:06 PM,8,0.335
10/9/2020,10:44:35 PM,8,0.011
10/10/2020,1:03:11 AM,8,0.257
10/10/2020,1:54:48 AM,8,0.21
10/10/2020,2:38:35 AM,8,0.213
10/10/2020,3:17:19 AM,8,0.107
10/10/2020,3:40:42 AM,8,0.003
10/10/2020,4:15:46 AM,8,0.043
10/10/2020,4:37:48 AM,8,0.005
10/10/2020,6:20:29 AM,8,0.169
10/10/2020,6:40:42 AM,8,0.031
10/10/2020,9:25:57 AM,8,0.05
10/10/2020,12:12:13 PM,8,0.936
10/10/2020,3:26:07 PM,8,0.418
10/10/2020,4:16:12 PM,8,0.612
10/10/2020,10:50:16 PM,8,0.571
10/11/2020,6:30:09 AM,8,0.202
10/11/2020,9:38:53 AM,8,0.102
10/11/2020,10:50:06 AM,8,0.877
10/11/2020,11:22:53 AM,8,0.01
10/11/2020,1:40:09 PM,8,0.039
10/11/2020,2:46:02 PM,8,0.682
10/11/2020,4:29:21 PM,8,0.005
10/11/2020,4:55:46 PM,8,0.534
10/11/2020,5:37:50 PM,8,0.116
10/11/2020,6:16:36 PM,8,0.325
10/11/2020,9:35:37 PM,8,0.392
10/11/2020,10:02:13 PM,8,0.218
10/12/2020,12:57:00 AM,8,0.019
10/12/2020,1:39:35 AM,8,0.24
10/12/2020,2:30:05 AM,8,0.135
10/12/2020,4:01:15 AM,8,0.356
10/12/2020,4:39:26 AM,8,0.122
10/1/2020,3:18:38 PM,9,0.009
10/1/2020,4:35:12 PM,9,0.191
10/1/2020,4:48:18 PM,9,0.671
10/1/2020,6:57:45 PM,9,0.001
10/1/2020,7:08:06 PM,9,0.12
10/1/2020,7:36:52 PM,9,0.14
10/1/2020,7:58:04 PM,9,0.147
10/1/2020,8:14:40 PM,9,0.035
10/1/2020,8:23:33 PM,9,0.185
10/1/2020,8:47:11 PM,9,0.076
10/1/2020,9:04:37 PM,9,0.189
10/1/2020,9:27:39 PM,9,0.103
10/1/2020,10:04:20 PM,9,0.854
10/2/2020,12:26:30 AM,9,0.009
10/2/2020,12:31:13 AM,9,0.056
10/2/2020,12:37:11 AM,9,0.007
10/2/2020,12:47:36 AM,9,0.105
10/2/2020,12:59:42 AM,9,0.105
10/2/2020,1:23:46 AM,9,0.002
10/2/2020,2:07:21 AM,9,0.255
10/2/2020,2:23:59 AM,9,0.111
10/2/2020,2:34:26 AM,9,0.067
10/2/2020,2:57:11 AM,9,0.169
10/2/2020,3:30:29 AM,9,0.165
10/2/2020,3:57:05 AM,9,0.183
10/2/2020,8:49:20 AM,9,0.005
10/2/2020,1:13:54 PM,9,0.005
10/2/2020,1:40:05 PM,9,0.013
10/2/2020,3:58:55 PM,9,0.004
10/2/2020,4:37:24 PM,9,0.01
10/2/2020,5:43:27 PM,9,0.006
10/2/2020,5:57:12 PM,9,0.008
10/2/2020,7:54:07 PM,9,0.018
10/2/2020,8:24:32 PM,9,0.004
10/2/2020,8:50:10 PM,9,0.003
10/2/2020,8:57:34 PM,9,0.001
10/2/2020,9:04:39 PM,9,0.006
10/2/2020,9:17:14 PM,9,0.005
10/2/2020,9:32:40 PM,9,0.004
10/2/2020,9:40:06 PM,9,0.002
10/2/2020,9:54:57 PM,9,0.01
10/2/2020,10:08:30 PM,9,0.007
10/2/2020,11:11:11 PM,9,0.002
10/3/2020,1:01:18 AM,9,0.012
10/3/2020,1:06:18 AM,9,0.001
10/3/2020,1:28:11 AM,9,0.011
10/3/2020,2:09:21 AM,9,0.007
10/3/2020,2:34:33 AM,9,0.004
10/3/2020,3:12:32 AM,9,0.002
10/3/2020,3:20:40 AM,9,0.041
10/3/2020,8:53:03 AM,9,0.018
10/3/2020,12:50:19 PM,9,0.004
10/3/2020,5:13:53 PM,9,0.02
10/3/2020,5:28:06 PM,9,0.082
10/3/2020,5:45:08 PM,9,0.178
10/3/2020,6:18:54 PM,9,0.279
10/3/2020,6:44:38 PM,9,0.026
10/3/2020,6:58:59 PM,9,0.091
10/3/2020,7:27:12 PM,9,0.141
10/3/2020,7:54:27 PM,9,0.104
10/3/2020,8:13:29 PM,9,0.079
10/3/2020,8:21:55 PM,9,0.017
10/3/2020,8:40:14 PM,9,0.01
10/3/2020,10:28:13 PM,9,0.051
10/3/2020,11:04:13 PM,9,0.227
10/3/2020,11:20:29 PM,9,0.347
10/4/2020,12:04:40 AM,9,0.141
10/4/2020,12:27:23 AM,9,0.179
10/4/2020,12:46:11 AM,9,0.109
10/4/2020,1:03:35 AM,9,0.078
10/4/2020,1:20:26 AM,9,0.048
10/4/2020,3:27:54 AM,9,0.366
10/4/2020,3:42:00 AM,9,0.078
10/4/2020,3:47:23 AM,9,0.291
10/4/2020,4:04:09 AM,9,0.263
10/4/2020,7:15:30 AM,9,0.062
10/4/2020,9:51:40 AM,9,0.306
10/4/2020,10:04:58 AM,9,0.017
10/4/2020,11:29:43 AM,9,0.018
10/4/2020,11:41:06 AM,9,0.031
10/4/2020,4:06:24 PM,9,0.154
10/4/2020,4:22:07 PM,9,0.073
10/4/2020,7:40:42 PM,9,0.022
10/4/2020,10:12:18 PM,9,0.019
10/4/2020,10:46:55 PM,9,0.05
10/4/2020,11:01:10 PM,9,0.047
10/4/2020,11:22:42 PM,9,0.066
10/5/2020,12:54:07 AM,9,0.144
10/5/2020,1:34:14 AM,9,0.097
10/5/2020,2:05:09 AM,9,0.036
10/5/2020,2:52:43 AM,9,0.278
10/5/2020,3:26:51 AM,9,0.023
10/5/2020,3:48:48 AM,9,0.116
10/5/2020,3:54:59 AM,9,0.07
10/5/2020,4:10:16 AM,9,0.045
10/5/2020,4:50:51 AM,9,0.213
10/5/2020,9:03:31 AM,9,0.008
10/5/2020,9:08:38 AM,9,0.493
10/5/2020,10:23:52 AM,9,0.118
10/5/2020,11:31:06 AM,9,0.061
10/5/2020,1:08:37 PM,9,0.053
10/5/2020,3:02:09 PM,9,0.328
10/5/2020,3:45:48 PM,9,0.104
10/5/2020,4:40:42 PM,9,0.294
10/5/2020,5:28:38 PM,9,0.363
10/5/2020,5:50:24 PM,9,0.026
10/5/2020,6:03:51 PM,9,0.165
10/5/2020,6:10:19 PM,9,0.054
10/5/2020,7:11:35 PM,9,0.782
10/5/2020,8:21:47 PM,9,0.014
10/5/2020,8:48:10 PM,9,0.154
10/5/2020,9:05:49 PM,9,0.063
10/5/2020,9:32:04 PM,9,0.112
10/5/2020,11:38:49 PM,9,0.265
10/6/2020,12:29:27 AM,9,0.338
10/6/2020,1:38:31 AM,9,0.01
10/6/2020,2:19:30 AM,9,0.462
10/6/2020,2:47:42 AM,9,0.262
10/6/2020,3:17:54 AM,9,0.017
10/6/2020,3:23:43 AM,9,0.262
10/6/2020,3:46:41 AM,9,0.006
10/6/2020,4:00:29 AM,9,0.548
10/6/2020,8:09:44 AM,9,0.058
10/6/2020,12:16:21 PM,9,0.05
10/6/2020,12:42:40 PM,9,0.08
10/6/2020,1:02:44 PM,9,0.096
10/6/2020,2:00:33 PM,9,0.951
10/6/2020,2:31:40 PM,9,0.94
10/7/2020,12:22:17 AM,9,0.496
10/7/2020,12:47:16 AM,9,0.067
10/7/2020,12:59:17 AM,9,0.325
10/7/2020,2:20:43 AM,9,0.271
10/7/2020,10:08:32 AM,9,0.314
10/7/2020,11:41:37 AM,9,0.477
10/7/2020,1:36:12 PM,9,0.739
10/7/2020,1:48:27 PM,9,0.009
10/7/2020,3:55:08 PM,9,0.519
10/7/2020,5:00:16 PM,9,0.12
10/7/2020,5:13:00 PM,9,0.237
10/7/2020,5:45:39 PM,9,0.036
10/7/2020,5:50:34 PM,9,0.106
10/7/2020,6:32:00 PM,9,0.042
10/7/2020,7:31:18 PM,9,0.507
10/7/2020,8:01:31 PM,9,0.032
10/7/2020,8:21:28 PM,9,0.345
10/7/2020,8:44:13 PM,9,0.004
10/7/2020,10:15:44 PM,9,0.373
10/8/2020,12:56:36 AM,9,0.451
10/8/2020,1:34:25 AM,9,0.24
10/8/2020,2:11:20 AM,9,0.221
10/8/2020,3:06:26 AM,9,0.241
10/8/2020,5:22:20 AM,9,0.328
10/8/2020,6:02:52 AM,9,0.117
10/8/2020,9:12:15 AM,9,0.035
10/8/2020,10:19:26 AM,9,0.137
10/8/2020,10:40:26 AM,9,0.056
10/8/2020,1:40:59 PM,9,0.031
10/8/2020,3:05:31 PM,9,0.129
10/8/2020,3:49:45 PM,9,0.058
10/8/2020,4:04:32 PM,9,0.041
10/8/2020,4:27:17 PM,9,0.043
10/8/2020,7:45:50 PM,9,0.155
10/8/2020,8:51:32 PM,9,0.719
10/9/2020,2:51:55 AM,9,0.182
10/9/2020,8:40:01 AM,9,0.48
10/9/2020,9:18:18 AM,9,0.01
10/9/2020,9:23:47 AM,9,0.461
10/9/2020,10:20:44 AM,9,0.068
10/9/2020,11:39:51 AM,9,0.572
10/9/2020,1:17:39 PM,9,0.494
10/9/2020,1:36:53 PM,9,0.025
10/9/2020,3:20:29 PM,9,0.52
10/9/2020,3:48:47 PM,9,0.002
10/9/2020,3:58:37 PM,9,0.006
10/9/2020,4:59:26 PM,9,0.007
10/9/2020,5:04:33 PM,9,0.13
10/9/2020,5:49:36 PM,9,0.169
10/9/2020,7:11:37 PM,9,0.159
10/9/2020,8:37:45 PM,9,0.536
10/9/2020,9:18:07 PM,9,0.032
10/9/2020,9:23:57 PM,9,0.331
10/9/2020,11:28:40 PM,9,0.358
10/9/2020,11:56:35 PM,9,0.015
10/10/2020,12:05:07 AM,9,0.293
10/10/2020,12:28:10 AM,9,0.053
10/10/2020,2:29:09 AM,9,0.355
10/10/2020,3:09:15 AM,9,0.673
10/10/2020,3:42:46 AM,9,0.99
10/10/2020,6:24:17 AM,9,0.015
10/10/2020,1:07:34 PM,9,0.127
10/10/2020,1:14:54 PM,9,0.046
10/10/2020,3:29:47 PM,9,0.076
10/10/2020,3:45:45 PM,9,0.091
10/10/2020,4:15:30 PM,9,0.05
10/10/2020,4:23:08 PM,9,0.151
10/10/2020,10:51:57 PM,9,0.19
10/11/2020,12:42:17 AM,9,0.185
10/11/2020,2:31:23 AM,9,0.315
10/11/2020,6:49:20 AM,9,0.05
10/11/2020,8:39:29 AM,9,0.258
10/11/2020,10:08:32 AM,9,0.742
10/11/2020,11:44:48 AM,9,0.462
10/11/2020,12:56:52 PM,9,0.501
10/11/2020,2:38:38 PM,9,0.495
10/11/2020,3:00:03 PM,9,0.005
10/11/2020,3:07:17 PM,9,0.226
10/11/2020,4:38:24 PM,9,0.667
10/11/2020,5:28:09 PM,9,0.361
10/11/2020,6:15:06 PM,9,0.072
10/11/2020,6:32:23 PM,9,0.37
10/11/2020,6:49:47 PM,9,0.013
10/11/2020,8:12:24 PM,9,0.285
10/11/2020,8:39:20 PM,9,0.272
10/11/2020,9:23:38 PM,9,0.37
10/11/2020,11:18:44 PM,9,0.053
10/12/2020,12:17:08 AM,9,0.415
10/12/2020,12:37:54 AM,9,0.091
10/12/2020,12:59:07 AM,9,0.157
10/12/2020,2:11:23 AM,9,0.433
10/12/2020,3:58:43 AM,9,0.004
10/12/2020,4:03:55 AM,9,0.379
10/12/2020,6:16:55 AM,9,0.443
10/12/2020,6:42:14 AM,9,0.287
10/1/2020,5:28:09 PM,10,0.002
10/1/2020,5:36:07 PM,10,0.044
10/1/2020,5:50:07 PM,10,0.251
10/1/2020,6:31:40 PM,10,0.226
10/1/2020,7:12:30 PM,10,0.158
10/1/2020,7:36:32 PM,10,0.018
10/1/2020,7:55:05 PM,10,0.143
10/1/2020,8:12:19 PM,10,0.316
10/1/2020,8:54:35 PM,10,0.176
10/1/2020,9:18:45 PM,10,0.069
10/1/2020,9:37:42 PM,10,0.212
10/1/2020,10:03:39 PM,10,0.044
10/1/2020,10:16:44 PM,10,0.163
10/1/2020,10:56:04 PM,10,0.221
10/1/2020,11:15:09 PM,10,0.167
10/1/2020,11:48:26 PM,10,0.034
10/1/2020,11:55:10 PM,10,0.211
10/2/2020,12:09:55 AM,10,0.094
10/2/2020,12:20:38 AM,10,0.15
10/2/2020,12:39:26 AM,10,0.169
10/2/2020,2:50:31 AM,10,0.035
10/2/2020,3:19:59 AM,10,0.277
10/2/2020,3:50:17 AM,10,0.214
10/2/2020,6:55:12 AM,10,0.168
10/2/2020,10:21:15 AM,10,0.012
10/2/2020,10:44:00 AM,10,0.004
10/2/2020,3:05:43 PM,10,0.017
10/2/2020,3:11:55 PM,10,0.008
10/2/2020,3:38:27 PM,10,0.025
10/2/2020,4:42:34 PM,10,0.018
10/2/2020,5:56:57 PM,10,0.009
10/2/2020,7:39:47 PM,10,0.021
10/2/2020,8:24:40 PM,10,0.046
10/2/2020,8:46:41 PM,10,0.045
10/2/2020,9:00:15 PM,10,0.035
10/2/2020,9:40:40 PM,10,0.016
10/2/2020,10:24:05 PM,10,0.018
10/2/2020,11:16:31 PM,10,0.028
10/3/2020,12:35:35 AM,10,0.039
10/3/2020,12:43:30 AM,10,0.001
10/3/2020,12:52:54 AM,10,0.029
10/3/2020,1:19:38 AM,10,0.062
10/3/2020,1:31:11 AM,10,0.005
10/3/2020,1:56:36 AM,10,0.028
10/3/2020,2:34:14 AM,10,0.082
10/3/2020,3:08:04 AM,10,0.185
10/3/2020,3:40:35 AM,10,0.127
10/3/2020,5:02:35 AM,10,0.069
10/3/2020,6:04:42 AM,10,0.052
10/3/2020,6:29:52 AM,10,0.248
10/3/2020,6:49:59 AM,10,0.216
10/3/2020,7:00:13 AM,10,0.816
10/3/2020,9:19:00 AM,10,0.354
10/3/2020,11:34:44 AM,10,0.345
10/3/2020,1:13:29 PM,10,0.425
10/3/2020,4:00:09 PM,10,0.146
10/3/2020,5:03:35 PM,10,0.339
10/3/2020,6:15:09 PM,10,0.194
10/3/2020,6:48:03 PM,10,0.2
10/3/2020,7:44:29 PM,10,0.007
10/3/2020,8:12:24 PM,10,0.209
10/3/2020,8:27:34 PM,10,0.011
10/3/2020,8:46:56 PM,10,0.173
10/3/2020,9:04:03 PM,10,0.231
10/3/2020,9:21:12 PM,10,0.01
10/3/2020,9:34:51 PM,10,0.005
10/3/2020,11:40:25 PM,10,0.24
10/4/2020,12:01:38 AM,10,0.148
10/4/2020,12:09:58 AM,10,0.191
10/4/2020,12:37:38 AM,10,0.273
10/4/2020,1:02:12 AM,10,0.057
10/4/2020,1:20:33 AM,10,0.318
10/4/2020,1:36:14 AM,10,0.015
10/4/2020,3:55:06 AM,10,0.208
10/4/2020,4:03:57 AM,10,0.35
10/4/2020,6:11:18 AM,10,0.195
10/4/2020,8:28:47 AM,10,0.024
10/4/2020,9:00:02 AM,10,0.008
10/4/2020,11:11:33 AM,10,0.148
10/4/2020,11:24:45 AM,10,0.004
10/4/2020,1:06:03 PM,10,0.078
10/4/2020,1:59:32 PM,10,0.059
10/4/2020,2:09:59 PM,10,0.003
10/4/2020,3:11:52 PM,10,0.012
10/4/2020,3:22:51 PM,10,0.001
10/4/2020,3:45:17 PM,10,0.035
10/4/2020,4:44:24 PM,10,0.044
10/4/2020,5:58:49 PM,10,0.003
10/4/2020,6:12:21 PM,10,0.028
10/4/2020,6:34:59 PM,10,0.024
10/4/2020,6:57:38 PM,10,0.019
10/4/2020,7:10:04 PM,10,0.025
10/4/2020,7:17:56 PM,10,0.006
10/4/2020,7:34:01 PM,10,0.025
10/4/2020,7:45:12 PM,10,0.015
10/4/2020,8:56:22 PM,10,0.016
10/4/2020,9:34:13 PM,10,0.004
10/4/2020,9:58:51 PM,10,0.034
10/4/2020,10:09:59 PM,10,0.021
10/4/2020,11:33:03 PM,10,0.012
10/5/2020,12:11:24 AM,10,0.047
10/5/2020,12:42:09 AM,10,0.109
10/5/2020,1:42:44 AM,10,0.066
10/5/2020,2:17:27 AM,10,0.009
10/5/2020,9:06:05 AM,10,0.23
10/5/2020,9:34:40 AM,10,0.583
10/5/2020,9:41:10 AM,10,0.091
10/5/2020,9:58:29 AM,10,0.013
10/5/2020,10:12:15 AM,10,0.216
10/5/2020,10:24:35 AM,10,0.025
10/5/2020,10:37:21 AM,10,0.028
10/5/2020,10:49:59 AM,10,0.108
10/5/2020,11:01:56 AM,10,0.021
10/5/2020,12:39:05 PM,10,0.991
10/5/2020,1:08:40 PM,10,0.064
10/5/2020,3:08:25 PM,10,0.004
10/5/2020,3:23:51 PM,10,0.018
10/5/2020,3:33:04 PM,10,0.171
10/5/2020,3:40:47 PM,10,0.102
10/5/2020,4:48:40 PM,10,0.511
10/5/2020,5:11:05 PM,10,0.174
10/5/2020,5:21:46 PM,10,0.014
10/5/2020,5:35:51 PM,10,0.329
10/5/2020,5:56:09 PM,10,0.001
10/5/2020,6:06:20 PM,10,0.224
10/5/2020,6:27:20 PM,10,0.168
10/5/2020,6:38:45 PM,10,0.038
10/5/2020,6:43:01 PM,10,0.214
10/5/2020,7:02:11 PM,10,0.307
10/5/2020,7:34:33 PM,10,0.017
10/5/2020,7:39:04 PM,10,0.017
10/5/2020,7:44:22 PM,10,0.338
10/5/2020,9:35:00 PM,10,0.396
10/6/2020,1:01:13 AM,10,0.98
10/6/2020,1:11:10 AM,10,0.15
10/6/2020,2:08:06 AM,10,0.041
10/6/2020,2:46:04 AM,10,0.691
10/6/2020,12:06:44 PM,10,0.011
10/6/2020,12:35:02 PM,10,0.436
10/6/2020,1:10:28 PM,10,0.049
10/6/2020,3:12:43 PM,10,0.025
10/6/2020,4:22:23 PM,10,0.004
10/6/2020,4:28:12 PM,10,0.015
10/6/2020,5:21:56 PM,10,0.012
10/6/2020,6:49:47 PM,10,0.015
10/6/2020,8:35:17 PM,10,0.017
10/6/2020,8:47:15 PM,10,0.004
10/6/2020,9:47:05 PM,10,0.084
10/6/2020,10:10:30 PM,10,0.006
10/6/2020,10:45:48 PM,10,0.008
10/6/2020,11:00:34 PM,10,0.006
10/6/2020,11:42:35 PM,10,0.012
10/7/2020,3:16:47 AM,10,0.002
10/7/2020,3:24:12 AM,10,0.009
10/7/2020,3:35:43 AM,10,0.025
10/7/2020,8:27:30 AM,10,0.079
10/7/2020,8:44:33 AM,10,0.32
10/7/2020,9:14:23 AM,10,0.704
10/7/2020,1:39:11 PM,10,0.491
10/7/2020,2:26:49 PM,10,0.008
10/7/2020,2:35:30 PM,10,0.236
10/7/2020,4:31:20 PM,10,0.866
10/7/2020,5:36:18 PM,10,0.029
10/7/2020,5:51:22 PM,10,0.245
10/7/2020,6:10:12 PM,10,0.045
10/7/2020,6:20:02 PM,10,0.027
10/7/2020,6:30:14 PM,10,0.305
10/7/2020,7:09:32 PM,10,0.217
10/7/2020,7:32:54 PM,10,0.64
10/7/2020,8:57:50 PM,10,0.2
10/7/2020,9:19:12 PM,10,0.004
10/8/2020,12:10:47 AM,10,0.564
10/8/2020,12:45:28 AM,10,0.308
10/8/2020,1:03:34 AM,10,0.208
10/8/2020,1:25:30 AM,10,0.021
10/8/2020,1:31:36 AM,10,0.517
10/8/2020,1:58:15 AM,10,0.013
10/8/2020,2:06:33 AM,10,0.376
10/8/2020,8:17:15 AM,10,0.014
10/8/2020,8:33:35 AM,10,0.003
10/8/2020,8:49:47 AM,10,0.135
10/8/2020,11:56:11 AM,10,0.064
10/8/2020,12:09:30 PM,10,0.04
10/8/2020,12:54:38 PM,10,0.013
10/8/2020,4:07:10 PM,10,0.004
10/8/2020,8:35:52 PM,10,0.003
